geography code,Household composition: Total; measures: Value,Household composition: One person household; measures: Value,Household composition: One person household: Aged 66 years and over; measures: Value,Household composition: One person household: Other; measures: Value,Household composition: Single family household; measures: Value,Household composition: Single family household: All aged 66 years and over; measures: Value,Household composition: Single family household: Married or civil partnership couple; measures: Value,Household composition: Single family household: Married or civil partnership couple: No children; measures: Value,Household composition: Single family household: Married or civil partnership couple: Dependent children; measures: Value,Household composition: Single family household: Married or civil partnership couple: All children non-dependent; measures: Value,Household composition: Single family household: Cohabiting couple family; measures: Value,Household composition: Single family household: Cohabiting couple family: No children; measures: Value,Household composition: Single family household: Cohabiting couple family: With dependent children; measures: Value,Household composition: Single family household: Cohabiting couple family: All children non-dependent; measures: Value,Household composition: Single family household: Lone parent family; measures: Value,Household composition: Single family household: Lone parent family: With dependent children; measures: Value,Household composition: Single family household: Lone parent family: All children non-dependent; measures: Value,Household composition: Single family household: Other single family household; measures: Value,Household composition: Single family household: Other single family household: Other family composition; measures: Value,Household composition: Other household types; measures: Value,Household composition: Other household types: With dependent children; measures: Value,"Household composition: Other household types: Other, including all full-time students and all aged 66 years and over; measures: Value",Population Density: Persons per square kilometre; measures: Value,Multiple ethnic groups in household: Total: All households,Multiple ethnic groups in household: One-person household,Multiple ethnic groups in household: All household members have the same ethnic group,Multiple ethnic groups in household: Ethnic groups differ between generations but not within partnerships,Multiple ethnic groups in household: Ethnic groups differ within partnerships,Multiple ethnic groups in household: Any other combination of multiple ethnic identities,ethnic groups,Proficiency in English language: Total: All usual residents aged 3 years and over,Proficiency in English language: Main language is English (English or Welsh in Wales),Proficiency in English language: Main language is not English (English or Welsh in Wales),Proficiency in English language: Main language is not English (English or Welsh in Wales): Can speak English very well,Proficiency in English language: Main language is not English (English or Welsh in Wales): Can speak English well,Proficiency in English language: Main language is not English (English or Welsh in Wales): Cannot speak English well,Proficiency in English language: Main language is not English (English or Welsh in Wales): Cannot speak English,language_fluency,General health: Total: All usual residents,General health: Very good health,General health: Good health,General health: Fair health,General health: Bad health,General health: Very bad health,health,Occupancy rating for bedrooms: Total: All households,Occupancy rating for bedrooms: Occupancy rating of bedrooms: +2 or more,Occupancy rating for bedrooms: Occupancy rating of bedrooms: +1,Occupancy rating for bedrooms: Occupancy rating of bedrooms: 0,Occupancy rating for bedrooms: Occupancy rating of bedrooms: -1,Occupancy rating for bedrooms: Occupancy rating of bedrooms: -2 or less,Occupancy_rating_for_bedrooms,Highest level of qualification: Total: All usual residents aged 16 years and over,Highest level of qualification: No qualifications,Highest level of qualification: Level 1 and entry level qualifications,Highest level of qualification: Level 2 qualifications,Highest level of qualification: Apprenticeship,Highest level of qualification: Level 3 qualifications,Highest level of qualification: Level 4 qualifications and above,Highest level of qualification: Other qualifications,education,Local authority name,Year ending Dec 2022,Name,Geography,Mid-2022,Mid-2011
E08000030,112228.0,32129.0,14516.0,17613.0,73084.0,9546.0,34024.0,10121.0,16197.0,7706.0,12898.0,5352.0,6456.0,1090.0,15698.0,10026.0,5672.0,918.0,918.0,7015.0,4211.0,2804.0,2733.1,112226.0,32129.0,71376.0,2308.0,4304.0,2109.0,0.077709265,273406.0,246705.0,26701.0,9413.0,9780.0,6248.0,1260.0,0.972539008,284124.0,126170.0,97681.0,41567.0,14222.0,4484.0,0.934162549,112226.0,37027.0,38439.0,30935.0,4812.0,1013.0,0.67244667,223100.0,58781.0,25619.0,31738.0,11823.0,35038.0,52903.0,7198.0,0.736526221,Walsall,"200,000",Walsall,Metropolitan District,"286,105","269,524"
E08000031,105141.0,32468.0,13054.0,19414.0,64872.0,7375.0,29818.0,8531.0,14347.0,6940.0,11048.0,4631.0,5517.0,900.0,15637.0,9728.0,5909.0,994.0,994.0,7801.0,4384.0,3417.0,3797.9,105141.0,32468.0,60784.0,3450.0,5413.0,3026.0,0.113076726,254174.0,215986.0,38188.0,13082.0,14738.0,8677.0,1691.0,0.959209046,263727.0,118244.0,90690.0,38056.0,12953.0,3784.0,0.936536646,105140.0,31885.0,34551.0,32648.0,5120.0,936.0,0.631881301,208441.0,52803.0,22947.0,28741.0,10241.0,31391.0,54712.0,7606.0,0.746676518,Wolverhampton,"191,000",Wolverhampton,Metropolitan District,"267,651","249,852"
E08000032,209865.0,64596.0,24902.0,39694.0,130426.0,15224.0,64874.0,19782.0,34178.0,10914.0,21288.0,10575.0,9253.0,1460.0,27395.0,18865.0,8530.0,1645.0,1645.0,14843.0,9231.0,5612.0,1491.2,209867.0,64596.0,128983.0,3790.0,8647.0,3851.0,0.077611058,525118.0,459904.0,65214.0,18591.0,24829.0,17951.0,3843.0,0.958496947,546408.0,252136.0,188664.0,73124.0,24904.0,7580.0,0.940549919,209866.0,66977.0,72116.0,59321.0,9029.0,2423.0,0.66277053,421574.0,101122.0,46051.0,57458.0,22777.0,66275.0,115663.0,12228.0,0.760132266,Bradford,"162,500",Bradford,Metropolitan District,"552,644","523,115"
E08000033,90475.0,30308.0,12289.0,18019.0,56148.0,8020.0,25747.0,9765.0,11404.0,4578.0,11203.0,5805.0,4645.0,753.0,10771.0,7481.0,3290.0,407.0,407.0,4019.0,2033.0,1986.0,567.8,90476.0,30308.0,54864.0,1034.0,3373.0,897.0,0.058623281,200060.0,190762.0,9298.0,3244.0,3313.0,2267.0,474.0,0.98629911,206631.0,96309.0,70657.0,27913.0,9057.0,2695.0,0.943125668,90476.0,29978.0,33945.0,23970.0,2239.0,344.0,0.706518856,166634.0,31965.0,16313.0,23351.0,10524.0,29096.0,51419.0,3966.0,0.808172402,Calderdale,"170,750",Calderdale,Metropolitan District,"207,699","204,170"
E08000034,177992.0,55177.0,22474.0,32703.0,113432.0,15946.0,55340.0,18867.0,26692.0,9781.0,20825.0,10555.0,8871.0,1399.0,20306.0,13445.0,6861.0,1015.0,1015.0,9383.0,4931.0,4452.0,1060.3,177989.0,55176.0,109308.0,3012.0,7752.0,2741.0,0.075875475,418493.0,386069.0,32424.0,10235.0,12192.0,8405.0,1592.0,0.976111906,433217.0,201705.0,149441.0,58024.0,18669.0,5378.0,0.944492021,177989.0,60828.0,61646.0,47775.0,6479.0,1261.0,0.688098703,346274.0,71832.0,33776.0,46112.0,21655.0,60187.0,103532.0,9180.0,0.792557339,Kirklees,"190,000",Kirklees,Metropolitan District,"437,593","422,970"
E08000035,341467.0,111381.0,40266.0,71115.0,204885.0,25549.0,93636.0,31454.0,46677.0,15505.0,44061.0,26072.0,15685.0,2304.0,38748.0,25870.0,12878.0,2891.0,2891.0,25201.0,7717.0,17484.0,1471.7,341465.0,111380.0,196648.0,6205.0,17531.0,9701.0,0.097922188,784392.0,713111.0,71281.0,30199.0,26188.0,12776.0,2118.0,0.981012045,811953.0,402056.0,270304.0,98856.0,31621.0,9116.0,0.949828377,341466.0,115796.0,117897.0,94996.0,11098.0,1679.0,0.684381461,658468.0,119597.0,60190.0,79192.0,34353.0,120782.0,228358.0,15996.0,0.818370824,Leeds,"230,000",Leeds,Metropolitan District,"822,483","750,683"
E08000036,153075.0,46419.0,19886.0,26533.0,100085.0,14196.0,46026.0,18050.0,19325.0,8651.0,21794.0,10886.0,9426.0,1482.0,17209.0,11120.0,6089.0,860.0,860.0,6571.0,3051.0,3520.0,1043.6,153075.0,46419.0,99269.0,1563.0,4302.0,1522.0,0.04825739,341492.0,322562.0,18930.0,6706.0,7658.0,3885.0,681.0,0.986629262,353370.0,157984.0,121164.0,51084.0,17900.0,5238.0,0.934521889,153075.0,56482.0,59245.0,33630.0,3261.0,457.0,0.756015025,287539.0,70233.0,31086.0,42945.0,18709.0,46794.0,69797.0,7975.0,0.755744438,Wakefield,"190,000",Wakefield,Metropolitan District,"357,729","326,433"
E08000037,88998.0,30807.0,12734.0,18073.0,54804.0,8105.0,24298.0,9065.0,10307.0,4926.0,10993.0,6217.0,3975.0,801.0,10842.0,6697.0,4145.0,566.0,566.0,3387.0,1340.0,2047.0,1378.0,88999.0,30807.0,54409.0,654.0,2383.0,746.0,0.042506096,190305.0,182293.0,8012.0,3187.0,2864.0,1581.0,380.0,0.989695489,196151.0,85811.0,65777.0,30117.0,11120.0,3326.0,0.926352657,88999.0,27787.0,37479.0,21725.0,1799.0,209.0,0.733334082,161746.0,34975.0,16022.0,22280.0,11629.0,27436.0,45246.0,4158.0,0.783765905,Gateshead,"150,000",Gateshead,Metropolitan District,"197,722","200,349"
E09000001,4916.0,2506.0,494.0,2012.0,1983.0,201.0,846.0,523.0,253.0,70.0,665.0,598.0,57.0,10.0,175.0,90.0,85.0,96.0,96.0,427.0,31.0,396.0,2975.0,4914.0,2506.0,1463.0,75.0,650.0,220.0,0.192307692,8450.0,6624.0,1826.0,1305.0,386.0,116.0,19.0,0.984023669,8583.0,4937.0,2726.0,687.0,186.0,47.0,0.972853315,4914.0,390.0,1158.0,3133.0,207.0,26.0,0.315018315,8006.0,529.0,223.0,392.0,80.0,708.0,5939.0,135.0,0.933924557,City of London,"825,000",City of London,London Borough,"10,847","7,412"
E09000002,73904.0,17503.0,5991.0,11512.0,46471.0,2268.0,22869.0,4224.0,14417.0,4228.0,6016.0,2005.0,3401.0,610.0,14116.0,9427.0,4689.0,1202.0,1202.0,9930.0,6330.0,3600.0,6065.8,73903.0,17503.0,43285.0,3994.0,4616.0,4505.0,0.177462349,208900.0,158652.0,50248.0,19341.0,20302.0,9296.0,1309.0,0.949234083,218869.0,111929.0,71978.0,24295.0,8169.0,2498.0,0.951263084,73902.0,10720.0,19248.0,30793.0,10629.0,2512.0,0.40551,161746.0,36796.0,16752.0,20367.0,6260.0,21819.0,53791.0,5961.0,0.772507512,Barking and Dagenham,"372,500",Barking and Dagenham,London Borough,"219,992","187,029"
E09000003,148919.0,41658.0,15208.0,26450.0,91234.0,9264.0,50725.0,11929.0,29036.0,9760.0,10924.0,6717.0,3565.0,642.0,18103.0,10476.0,7627.0,2218.0,2218.0,16027.0,6468.0,9559.0,4488.7,148917.0,41658.0,72742.0,6880.0,18282.0,9355.0,0.231786834,375102.0,289057.0,86045.0,38886.0,31657.0,13502.0,2000.0,0.958672574,389344.0,213576.0,120802.0,39317.0,11724.0,3925.0,0.959806752,148917.0,42709.0,40449.0,51793.0,11644.0,2322.0,0.558418448,309354.0,47762.0,21302.0,30687.0,9630.0,38541.0,151642.0,9790.0,0.845607298,Barnet,"580,000",Barnet,London Borough,"389,101","357,538"
E09000004,95300.0,24753.0,11968.0,12785.0,62904.0,7730.0,31802.0,8115.0,16368.0,7319.0,9899.0,4450.0,4564.0,885.0,12681.0,7665.0,5016.0,792.0,792.0,7643.0,3929.0,3714.0,4070.7,95300.0,24753.0,57577.0,2746.0,6958.0,3266.0,0.136096537,237637.0,214970.0,22667.0,11147.0,7639.0,3324.0,557.0,0.983668368,246473.0,125181.0,82371.0,28260.0,8128.0,2533.0,0.956745769,95300.0,30448.0,31647.0,27373.0,4934.0,898.0,0.651573977,195825.0,35582.0,21413.0,28535.0,10225.0,32511.0,61837.0,5722.0,0.818296949,Bexley,"420,000",Bexley,London Borough,"247,835","232,774"
E09000005,118612.0,31985.0,9712.0,22273.0,66305.0,4302.0,33864.0,7464.0,18539.0,7861.0,8055.0,5092.0,2446.0,517.0,17678.0,9830.0,7848.0,2406.0,2406.0,20322.0,9295.0,11027.0,7859.6,118612.0,31985.0,59725.0,5842.0,10942.0,10118.0,0.226806731,327771.0,217371.0,110400.0,43039.0,42680.0,20618.0,4063.0,0.924700477,339814.0,176793.0,111300.0,36871.0,11158.0,3692.0,0.956299623,118612.0,22710.0,27337.0,48512.0,14926.0,5127.0,0.421938758,275143.0,59770.0,24296.0,26148.0,9529.0,34338.0,109998.0,11064.0,0.782767506,Brent,"545,000",Brent,London Borough,"341,221","312,245"
E09000006,135828.0,38668.0,17443.0,21225.0,88907.0,11684.0,46328.0,12702.0,24997.0,8629.0,14462.0,8081.0,5431.0,950.0,15447.0,9298.0,6149.0,986.0,986.0,8253.0,3548.0,4705.0,2197.7,135827.0,38668.0,73361.0,4069.0,15626.0,4103.0,0.175208169,318609.0,292904.0,25705.0,14952.0,7604.0,2707.0,442.0,0.990116412,329991.0,176211.0,106977.0,34265.0,9694.0,2844.0,0.962005024,135828.0,49715.0,42488.0,37505.0,5425.0,695.0,0.678821745,265088.0,36581.0,23030.0,35258.0,10559.0,39420.0,113508.0,6732.0,0.862004316,Bromley,"510,000",Bromley,London Borough,"329,578","310,554"
E09000007,92758.0,35931.0,9718.0,26213.0,45716.0,3004.0,20511.0,6724.0,11082.0,2705.0,9986.0,7897.0,1767.0,322.0,10559.0,5945.0,4614.0,1656.0,1656.0,11111.0,2273.0,8838.0,9640.9,92757.0,35929.0,34339.0,3609.0,11669.0,7211.0,0.242450705,204034.0,160655.0,43379.0,25430.0,11891.0,5198.0,860.0,0.97030887,210136.0,116692.0,61665.0,21109.0,8013.0,2657.0,0.94922336,92756.0,13329.0,24607.0,45985.0,7145.0,1690.0,0.40898702,177909.0,20948.0,8996.0,12776.0,3402.0,25154.0,101932.0,4701.0,0.882254411,Camden,"800,000",Camden,London Borough,"218,049","220,087"
E09000008,152947.0,43091.0,14652.0,28439.0,94644.0,8471.0,44664.0,11821.0,23600.0,9243.0,14817.0,8027.0,5690.0,1100.0,24543.0,15169.0,9374.0,2149.0,2149.0,15212.0,7250.0,7962.0,4516.0,152946.0,43091.0,75544.0,7850.0,17655.0,8806.0,0.224334079,375572.0,315336.0,60236.0,27514.0,21728.0,9490.0,1504.0,0.970727317,390719.0,200050.0,130711.0,43327.0,12733.0,3898.0,0.957434883,152946.0,40376.0,41807.0,54895.0,13402.0,2466.0,0.537333438,310397.0,49877.0,28370.0,38241.0,11786.0,45535.0,127342.0,9246.0,0.839312236,Croydon,"425,000",Croydon,London Borough,"392,224","364,815"
E09000009,133659.0,35662.0,11837.0,23825.0,78735.0,5423.0,42798.0,9773.0,24366.0,8659.0,10978.0,7037.0,3322.0,619.0,17248.0,9558.0,7690.0,2288.0,2288.0,19262.0,8420.0,10842.0,6611.6,133659.0,35662.0,67127.0,5928.0,15351.0,9591.0,0.230960878,354356.0,244855.0,109501.0,45696.0,40933.0,19432.0,3440.0,0.93545474,367115.0,192559.0,120388.0,38868.0,11619.0,3681.0,0.958323686,133659.0,29916.0,33372.0,52743.0,13826.0,3802.0,0.473503468,295371.0,52925.0,23821.0,27461.0,10012.0,37920.0,130981.0,12251.0,0.820818564,Ealing,"535,500",Ealing,London Borough,"369,937","339,314"
E09000010,120929.0,31159.0,12251.0,18908.0,76894.0,6921.0,37245.0,8001.0,20268.0,8976.0,8662.0,3937.0,3937.0,788.0,22424.0,14274.0,8150.0,1642.0,1642.0,12876.0,6924.0,5952.0,4082.5,120923.0,31159.0,61811.0,7490.0,12476.0,7987.0,0.231163633,317640.0,242839.0,74801.0,25292.0,28460.0,17997.0,3052.0,0.933733157,329984.0,167119.0,108918.0,37822.0,12150.0,3975.0,0.951133994,120925.0,30644.0,31780.0,42871.0,12565.0,3065.0,0.516220798,257182.0,57813.0,24151.0,29005.0,10055.0,34476.0,93371.0,8311.0,0.775205885,Enfield,"470,000",Enfield,London Borough,"327,224","313,935"
E09000011,114052.0,34048.0,9581.0,24467.0,67236.0,4097.0,30668.0,9347.0,16178.0,5143.0,13634.0,8547.0,4387.0,700.0,17095.0,10898.0,6197.0,1742.0,1742.0,12768.0,5377.0,7391.0,6108.6,114051.0,34048.0,54826.0,5058.0,13044.0,7075.0,0.22075212,277592.0,227031.0,50561.0,24449.0,16854.0,7724.0,1534.0,0.966648895,289068.0,152415.0,92418.0,30949.0,10134.0,3152.0,0.954038496,114053.0,22560.0,32976.0,46298.0,9947.0,2272.0,0.486931514,229748.0,38319.0,18349.0,23747.0,7937.0,30154.0,104926.0,6316.0,0.833212912,Greenwich,"480,000",Greenwich,London Borough,"291,080","255,483"
E09000012,106080.0,34928.0,7489.0,27439.0,54971.0,1785.0,21060.0,5852.0,12287.0,2921.0,13669.0,10182.0,3046.0,441.0,16400.0,9944.0,6456.0,2057.0,2057.0,16181.0,3519.0,12662.0,13593.3,106081.0,34928.0,42284.0,5006.0,13006.0,10857.0,0.2721411,249197.0,199667.0,49530.0,23015.0,14674.0,9972.0,1869.0,0.952483377,259146.0,146836.0,73626.0,25710.0,9467.0,3507.0,0.949935558,106081.0,12588.0,25814.0,54209.0,11070.0,2400.0,0.362006391,209468.0,35043.0,12782.0,17449.0,4938.0,24171.0,109724.0,5361.0,0.832704757,Hackney,"615,000",Hackney,London Borough,"261,491","247,182"
E09000013,81244.0,29324.0,7351.0,21973.0,40567.0,2033.0,18050.0,5919.0,9731.0,2400.0,8869.0,7151.0,1406.0,312.0,9683.0,5354.0,4329.0,1932.0,1932.0,11353.0,2042.0,9311.0,11161.1,81244.0,29324.0,31448.0,3534.0,9819.0,7119.0,0.251981685,177638.0,139670.0,37968.0,22711.0,10975.0,3737.0,545.0,0.975894797,183157.0,108069.0,51238.0,16301.0,5603.0,1946.0,0.958783994,81244.0,14293.0,20429.0,39129.0,6206.0,1187.0,0.427379253,154626.0,18332.0,7892.0,11387.0,3534.0,20165.0,89043.0,4273.0,0.881442966,Hammersmith and Fulham,"750,000",Hammersmith and Fulham,London Borough,"185,238","182,445"
E09000014,105092.0,32293.0,8958.0,23335.0,58393.0,3139.0,25443.0,6838.0,14343.0,4262.0,11772.0,7874.0,3326.0,572.0,15855.0,9079.0,6776.0,2184.0,2184.0,14406.0,4536.0,9870.0,8930.2,105092.0,32293.0,44822.0,5381.0,13385.0,9211.0,0.266214365,255132.0,185666.0,69466.0,25880.0,24854.0,15762.0,2970.0,0.926579183,264238.0,140184.0,83809.0,27408.0,9562.0,3275.0,0.951418797,105092.0,19716.0,25609.0,45622.0,11210.0,2935.0,0.431288776,216000.0,39921.0,14732.0,18392.0,6781.0,25260.0,104270.0,6644.0,0.815180556,Haringey,"579,300",Haringey,London Borough,"261,811","255,540"
E09000015,89642.0,19852.0,9050.0,10802.0,57026.0,6491.0,35202.0,7406.0,19162.0,8634.0,4341.0,2499.0,1444.0,398.0,9738.0,4883.0,4855.0,1254.0,1254.0,12764.0,6834.0,5930.0,5175.4,89644.0,19852.0,53714.0,2960.0,7837.0,5281.0,0.179353889,251844.0,174443.0,77401.0,34239.0,29168.0,11974.0,2020.0,0.944433856,261203.0,134553.0,88594.0,27907.0,7715.0,2434.0,0.961145163,89643.0,26513.0,24177.0,28019.0,8438.0,2496.0,0.565465234,209620.0,36454.0,17150.0,21857.0,6656.0,26422.0,94317.0,6764.0,0.826094838,Harrow,"530,000",Harrow,London Borough,"261,185","240,499"
E09000016,101277.0,26129.0,12838.0,13291.0,67212.0,9063.0,33811.0,8799.0,16837.0,8175.0,10398.0,4585.0,4791.0,1022.0,13138.0,7821.0,5317.0,802.0,802.0,7936.0,4268.0,3668.0,2332.3,101277.0,26129.0,61805.0,2746.0,7375.0,3222.0,0.131747583,252282.0,227346.0,24936.0,11539.0,9198.0,3567.0,632.0,0.983355927,262052.0,130764.0,89013.0,30642.0,8941.0,2692.0,0.955608047,101277.0,34335.0,32449.0,28368.0,5266.0,859.0,0.659419217,209730.0,41947.0,23453.0,31228.0,10778.0,34125.0,61921.0,6278.0,0.799995232,Havering,"440,000",Havering,London Borough,"264,703","237,927"
E09000017,109227.0,26634.0,11143.0,15491.0,69899.0,6521.0,39538.0,9193.0,22168.0,8177.0,8650.0,4481.0,3390.0,779.0,13863.0,7944.0,5919.0,1327.0,1327.0,12694.0,6664.0,6030.0,2644.0,109228.0,26635.0,62840.0,3664.0,10336.0,5753.0,0.180841909,294238.0,229263.0,64975.0,30038.0,23689.0,9509.0,1739.0,0.961772443,305909.0,156976.0,103725.0,33088.0,9244.0,2876.0,0.960380375,109228.0,27287.0,31476.0,38076.0,9984.0,2405.0,0.537984766,241878.0,43906.0,23872.0,28514.0,10298.0,35836.0,90664.0,8788.0,0.818478737,Hillingdon,"460,000",Hillingdon,London Borough,"310,681","275,499"
E09000018,102961.0,26209.0,9176.0,17033.0,61825.0,4381.0,34354.0,7844.0,19741.0,6769.0,8242.0,4685.0,3013.0,544.0,13347.0,7598.0,5749.0,1501.0,1501.0,14927.0,7389.0,7538.0,5148.0,102961.0,26209.0,55632.0,4155.0,9973.0,6992.0,0.205126213,277408.0,198853.0,78555.0,36348.0,28032.0,11898.0,2277.0,0.948901978,288181.0,149624.0,96314.0,30323.0,9017.0,2903.0,0.958637107,102961.0,21000.0,26288.0,40684.0,11544.0,3445.0,0.459280699,228681.0,42630.0,21674.0,23390.0,8090.0,28046.0,95076.0,9775.0,0.813583114,Hounslow,"470,000",Hounslow,London Borough,"290,488","254,927"
E09000019,96497.0,34795.0,7636.0,27159.0,48738.0,2168.0,18118.0,6689.0,8898.0,2531.0,13546.0,10707.0,2430.0,409.0,13071.0,7823.0,5248.0,1835.0,1835.0,12964.0,2067.0,10897.0,14574.9,96496.0,34795.0,36595.0,4142.0,12409.0,8555.0,0.260176588,209638.0,169831.0,39807.0,22659.0,10992.0,5286.0,870.0,0.970635095,216589.0,118690.0,63421.0,22469.0,8901.0,3108.0,0.944553971,96496.0,11346.0,24582.0,51520.0,7695.0,1353.0,0.372326314,183626.0,25257.0,10273.0,13146.0,4212.0,22337.0,103975.0,4426.0,0.862454119,Islington,"650,000",Islington,London Borough,"220,373","206,285"
E09000020,66885.0,29233.0,7750.0,21483.0,30872.0,2390.0,15104.0,5416.0,7276.0,2412.0,5316.0,4253.0,878.0,185.0,6674.0,3407.0,3267.0,1388.0,1388.0,6780.0,2063.0,4717.0,11816.5,66885.0,29232.0,22589.0,2634.0,8061.0,4369.0,0.225222397,139648.0,106682.0,32966.0,20887.0,8669.0,2998.0,412.0,0.975581462,143375.0,85462.0,38302.0,13191.0,4806.0,1614.0,0.955222319,66884.0,10894.0,19296.0,31270.0,4112.0,1312.0,0.451378506,123089.0,13971.0,5446.0,8803.0,2378.0,15439.0,73226.0,3826.0,0.886496763,Kensington and Chelsea,"1,400,000",Kensington and Chelsea,London Borough,"146,154","158,251"
E09000021,65626.0,17716.0,6894.0,10822.0,41929.0,4274.0,23700.0,5954.0,13632.0,4114.0,6904.0,4415.0,2155.0,334.0,6336.0,3747.0,2589.0,715.0,715.0,5981.0,2094.0,3887.0,4512.1,65628.0,17716.0,33665.0,2038.0,8912.0,3297.0,0.217087219,162502.0,134395.0,28107.0,14243.0,9451.0,3880.0,533.0,0.972843411,168063.0,90958.0,54724.0,16710.0,4367.0,1304.0,0.966256701,65626.0,21342.0,19673.0,20673.0,3420.0,518.0,0.624980953,135466.0,16128.0,8744.0,13319.0,4324.0,19766.0,69582.0,3603.0,0.880944296,Kingston upon Thames,"541,000",Kingston upon Thames,London Borough,"168,302","160,436"
E09000022,134686.0,43154.0,9531.0,33623.0,67458.0,2524.0,24606.0,8158.0,12677.0,3771.0,17736.0,13667.0,3411.0,658.0,19228.0,11320.0,7908.0,3364.0,3364.0,24074.0,4434.0,19640.0,11839.1,134688.0,43154.0,55140.0,6427.0,15524.0,14443.0,0.27020967,308298.0,253317.0,54981.0,25584.0,18080.0,9452.0,1865.0,0.96329201,317654.0,178535.0,96211.0,30240.0,9582.0,3086.0,0.960120131,134689.0,21600.0,34995.0,63871.0,11440.0,2783.0,0.420190216,268945.0,35185.0,16252.0,21025.0,6973.0,31935.0,151312.0,6263.0,0.869173995,Lambeth,"550,000",Lambeth,London Borough,"316,812","304,481"
E09000023,122390.0,37147.0,9365.0,27782.0,70358.0,3280.0,28896.0,8506.0,15646.0,4744.0,16225.0,10765.0,4627.0,833.0,19920.0,12195.0,7725.0,2037.0,2037.0,14885.0,4912.0,9973.0,8551.5,122392.0,37147.0,53667.0,6528.0,15685.0,9365.0,0.258007059,288893.0,242028.0,46865.0,22055.0,15373.0,7987.0,1450.0,0.967333926,300550.0,159645.0,96291.0,31609.0,9891.0,3114.0,0.95672933,122392.0,22849.0,33308.0,52274.0,11211.0,2750.0,0.458829008,242410.0,35447.0,17738.0,23426.0,7261.0,31537.0,120814.0,6187.0,0.853772534,Lewisham,"470,000",Lewisham,London Borough,"298,653","276,938"
E09000024,81729.0,20464.0,7507.0,12957.0,50849.0,4087.0,27505.0,7001.0,15684.0,4820.0,8927.0,5895.0,2586.0,446.0,9146.0,5064.0,4082.0,1184.0,1184.0,10416.0,4094.0,6322.0,5721.6,81729.0,20464.0,40699.0,3511.0,11223.0,5832.0,0.251636506,206967.0,162563.0,44404.0,20874.0,15867.0,6715.0,948.0,0.962974774,215182.0,118140.0,68979.0,20760.0,5599.0,1704.0,0.966061288,81729.0,23541.0,23381.0,27129.0,6208.0,1470.0,0.574116899,172771.0,24609.0,12368.0,16510.0,5752.0,21786.0,86412.0,5334.0,0.857562901,Merton,"550,000",Merton,London Borough,"214,709","200,543"
E09000025,115507.0,27037.0,6377.0,20660.0,65603.0,2022.0,33238.0,7091.0,20395.0,5752.0,10384.0,6662.0,3095.0,627.0,16971.0,9866.0,7105.0,2988.0,2988.0,22867.0,11006.0,11861.0,9690.1,115508.0,27038.0,63244.0,5111.0,9418.0,10697.0,0.2183918,336598.0,220022.0,116576.0,43497.0,45802.0,23756.0,3521.0,0.91896268,351036.0,180480.0,116872.0,37801.0,11823.0,4060.0,0.954753928,115507.0,14463.0,26045.0,50136.0,18316.0,6547.0,0.35069736,276174.0,57151.0,24931.0,28082.0,8619.0,35783.0,111130.0,10478.0,0.793061621,Newham,"440,000",Newham,London Borough,"358,645","310,460"
E09000026,103714.0,23886.0,9669.0,14217.0,65084.0,5306.0,39537.0,7279.0,23701.0,8557.0,6445.0,3341.0,2557.0,547.0,12487.0,7155.0,5332.0,1309.0,1309.0,14744.0,8666.0,6078.0,5501.9,103713.0,23886.0,61048.0,3722.0,9253.0,5804.0,0.181066983,297637.0,218924.0,78713.0,32968.0,30036.0,13705.0,2004.0,0.947220944,310258.0,159202.0,105549.0,33011.0,9467.0,3029.0,0.959723843,103714.0,29194.0,27566.0,33324.0,10899.0,2731.0,0.547274235,242017.0,41948.0,20878.0,27163.0,7557.0,33074.0,102696.0,8701.0,0.826673333,Redbridge,"495,000",Redbridge,London Borough,"310,911","281,395"
E09000027,80704.0,23871.0,10039.0,13832.0,51666.0,5744.0,29730.0,8002.0,17536.0,4192.0,8539.0,5597.0,2572.0,370.0,7078.0,4224.0,2854.0,575.0,575.0,5167.0,1884.0,3283.0,3401.9,80705.0,23871.0,38798.0,2366.0,12654.0,3016.0,0.223480577,188888.0,167514.0,21374.0,13209.0,5731.0,2087.0,347.0,0.987114057,195278.0,115959.0,57054.0,16331.0,4574.0,1360.0,0.969612552,80705.0,28502.0,25300.0,23682.0,2821.0,400.0,0.666650146,155834.0,14163.0,7779.0,14029.0,3743.0,18830.0,94089.0,3201.0,0.909114827,Richmond upon Thames,"730,000",Richmond upon Thames,London Borough,"194,894","187,527"
E09000028,130818.0,43348.0,9507.0,33841.0,67691.0,2526.0,24878.0,8406.0,12877.0,3595.0,17301.0,12924.0,3718.0,659.0,19847.0,12110.0,7737.0,3139.0,3139.0,19779.0,4232.0,15547.0,10659.0,130818.0,43348.0,53576.0,6104.0,15240.0,12550.0,0.259092785,297729.0,244002.0,53727.0,27450.0,16058.0,8603.0,1616.0,0.96567684,307637.0,171620.0,93329.0,30002.0,9552.0,3134.0,0.958763088,130818.0,17780.0,33974.0,63094.0,12735.0,3235.0,0.39561834,256136.0,35516.0,15851.0,20135.0,6509.0,31574.0,140514.0,6037.0,0.861339289,Southwark,"555,000",Southwark,London Borough,"311,913","288,717"
